candidate_id,bindingdb_monomer_id,standardized_smiles,standardized_inchikey,generic_murcko_scaffold_smiles,doi,pmid,sealed_exact_ki_measurement_count,prior_exact_structure_overlap,model_selection_generic_scaffold_overlap,primary_evidence_review_status,intake_status,quarantine_reasons,queue_rank,reviewer_1,reviewer_1_decision,reviewer_2,reviewer_2_decision,adjudicator,final_evidence_decision,review_notes
BDB-50361327,50361327,Nc1nc2cnn(CCc3ccccc3)c2c2nc(-c3ccco3)nn12,SLRFMWZADWPTCV-UHFFFAOYSA-N,C1CCC(CCC2CCC3CCC4CC(C5CCCC5)CC4C23)CC1,10.1016/j.bmc.2011.11.037,22204739,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,44,,,,,,,
BDB-50095788,50095788,Cn1c(-c2ccccc2F)nc2c(N)nc(C#CC3(O)CCCCC3)nc21,OGMPGZVDXMCVJD-UHFFFAOYSA-N,C1CCC(CCC2CCC3CC(C4CCCCC4)CC3C2)CC1,10.1021/jm990499b,11170626,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,45,,,,,,,
BDB-50208811,50208811,Cc1ccc(S(=O)(=O)n2c(CCOc3nc(N)c4ncn([C@@H]5O[C@H](CO)[C@@H](O)[C@H]5O)c4n3)cc3ccccc32)cc1,ZJDAEJJMDHYEGB-HUBRGWSESA-N,CC(C)(C1CCCCC1)C1C(CCCC2CCC3CCC(C4CCCC4)C3C2)CC2CCCCC21,10.1021/jm061278q,17378544,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,46,,,,,,,
BDB-50382979,50382979,NC(c1csc(Nc2nncc3ccccc23)n1)c1ccccc1Cl,GCRYBPRWBPKFMF-UHFFFAOYSA-N,C1CCC(CC2CCC(CC3CCCC4CCCCC43)C2)CC1,10.1021/jm201455y,22250781,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,47,,,,,,,
BDB-50139734,50139734,S=C(Cc1ccccc1)NN=Cc1cnc2ccccc2c1,JBZHGBGUPKQCBU-UHFFFAOYSA-N,CC(CCCC1CCC2CCCCC2C1)CC1CCCCC1,10.1016/j.bmcl.2003.09.095,14741297,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,48,,,,,,,
BDB-50508681,50508681,O=C(Nc1nc(-c2ccccc2)nc2sc(-c3ccco3)nc12)c1ccccc1,BTDPUZHZCQINFZ-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2CC(C3CCCC3)CC12)C1CCCCC1,10.1016/j.bmcl.2018.12.062,30638876,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,49,,,,,,,
BDB-50194816,50194816,Fc1ccc(CNc2nc(-c3ccccc3)cc(C(F)(F)F)n2)cc1,SVNVSTDRFRAKND-UHFFFAOYSA-N,C1CCC(CCC2CCCC(C3CCCCC3)C2)CC1,10.1016/j.bmcl.2006.08.116,16971117,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,50,,,,,,,
BDB-50470488,50470488,CNc1ncc(C(=O)NCc2ccc(OC)c(OC)c2)c2nc(-c3ccco3)nn12,CJWPDQKJIQQPSQ-UHFFFAOYSA-N,CC(CCC1CCCCC1)C1CCCC2CC(C3CCCC3)CC21,10.1016/j.ejmech.2018.08.042,30144700,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,51,,,,,,,
BDB-50139768,50139768,CSc1cccc2c(C(=O)NCc3cccc4cccnc34)nc(N)nc12,DVGQDYYVGLUGNW-UHFFFAOYSA-N,CC(CCC1CCCC2CCCCC21)C1CCCC2CCCCC21,10.1016/j.bmcl.2015.11.048,26781932,2,False,False,pending_dual_review,eligible_for_primary_evidence_review,,52,,,,,,,
BDB-50545321,50545321,Nc1nc(N2CCC(CNC(=O)CCN3C(=O)c4ccccc4S3(=O)=O)CC2)nc2sc(-c3ccco3)nc12,PMUTYNGFYXBVDY-UHFFFAOYSA-N,CC(CCC1CCC(C2CCC3CC(C4CCCC4)CC3C2)CC1)CCC1C(C)C2CCCCC2C1(C)C,10.1016/j.bmcl.2020.127067,32165041,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,53,,,,,,,
BDB-50196544,50196544,OCc1cnn(-c2nc(Nc3ncc4ccccc4n3)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)c1,JTJKCSSYQFNNON-WVSUBDOOSA-N,C1CCC2CC(CC3CC(C4CCCC4)CC4C(C5CCCC5)CCC34)CCC2C1,10.1016/j.bmcl.2006.09.065,17045477,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,54,,,,,,,
BDB-50410728,50410728,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)c4c(NC(=O)O)[nH]c(=O)n(C)c4=O)cc3)cc2n(CCC)c1=O,PDFGJPCUSITVSI-UHFFFAOYSA-N,CC1CCC(C(C)CCC2CCC(C3CC4CC(C)CC(C)C4C3)CC2)C(C)C1,10.1021/jm0506221,16392813,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,55,,,,,,,
BDB-50141449,50141449,Nc1nc(NC(=O)CC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,SBJQACFELVSXPD-IWCJZZDYSA-N,CC(CC1CCCCC1)CC1CCC2CCC(C3CCCC3)C2C1,10.1016/j.bmcl.2004.01.011,15006389,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,56,,,,,,,
BDB-21199,21199,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCOCC3)nc(-c3ccc(C)o3)n2)n1,MJCNLEGNWBNHCX-UHFFFAOYSA-N,CC(CC1CCCCCC1)CC1CC(C2CCCC2)CC(C2CCCC2)C1,10.1021/jm701187w,18307293,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,57,,,,,,,
BDB-50410682,50410682,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(OCc5ccccc5)cc4)cc3)cc2n(CCC)c1=O,BEDJXTZHYOLEPQ-UHFFFAOYSA-N,CC(CCC1CCC(C2CC3CC(C)CC(C)C3C2)CC1)CC1CCC(CCC2CCCCC2)CC1,10.1021/jm0506221,16392813,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,58,,,,,,,
BDB-50247456,50247456,Cc1cc(C)cc(-c2nc(NC3CCCC3)c3ncn([C@@H]4O[C@H](Cn5nc(C)cc5C)[C@@H](O)[C@H]4O)c3n2)c1,JTOBORUICCTILQ-WBMMKZCBSA-N,C1CCC(C2CC(CC3CCCC3)C3CCC(C4CCC(CC5CCCC5)C4)C3C2)CC1,10.1021/acs.jmedchem.7b01399,29257884,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,59,,,,,,,
BDB-50628405,50628405,O[C@@H]1[C@H](O)CS[C@H]1n1c(-c2ccco2)nc2c(NCc3cccc(I)c3)nc(Cl)nc21,YFDPVXTZPTZXLH-KPAZRMRSSA-N,C1CCC(CCC2CCCC3C2CC(C2CCCC2)C3C2CCCC2)CC1,10.1021/acs.jmedchem.3c00806,37603705,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,60,,,,,,,
BDB-50298523,50298523,CC(C)CCn1cc2c(nc(NC(=O)Cc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,KASKCLZTEOJTOF-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CC2CCCC2C2CC(C3CCCC3)CC12,10.1016/j.bmc.2009.05.038,19501513,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,61,,,,,,,
BDB-50133368,50133368,O=C(Cc1cccc2ccccc12)Nc1nc2nn(CCCc3ccccc3)cc2c2nc(-c3ccco3)nn12,OOTVLKSCGYKBDY-UHFFFAOYSA-N,CC(CC1CCCC2CCCCC21)CC1CC2CC(CCCC3CCCCC3)CC2C2CC(C3CCCC3)CC12,10.1016/j.bmc.2009.05.038|10.1021/jm030852k,13678407|19501513,2,False,False,pending_dual_review,eligible_for_primary_evidence_review,,62,,,,,,,
BDB-50315633,50315633,Cn1cc2c(nc(NC(=O)c3ccccc3)n3nc(-c4ccccc4)nc23)n1,UDLCSCAETZRITG-UHFFFAOYSA-N,CC(CC1CC2CCCC2C2CC(C3CCCCC3)CC12)C1CCCCC1,10.1021/jm100049f,20307065,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,63,,,,,,,
BDB-50116381,50116381,O=c1c2c(nc3ccccn32)n(Cc2ccccc2)c(=O)n1Cc1ccccc1,MRCLOFVOQWMJPM-UHFFFAOYSA-N,CC1C(CC2CCCCC2)C(C)C2C3CCCCC3CC2C1CC1CCCCC1,10.1021/jm0208469,12139445,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,64,,,,,,,
BDB-26250,26250,CC(=O)Nc1cc(-c2cccc(N3CCCC3)n2)nc(-n2nc(C)cc2C)n1,FKWNFEDFTOOVQH-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCCC(C4CCCC4)C3)C2)C1,10.1021/jm800851u,18947224,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,65,,,,,,,
BDB-50508676,50508676,Cc1nc(NC(=O)c2ccccc2)c2nc(-c3ccccc3)sc2n1,LPOBTRHTHNJVJG-UHFFFAOYSA-N,CC(CC1CCCC2CC(C3CCCCC3)CC12)C1CCCCC1,10.1016/j.bmcl.2018.12.062,30638876,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,66,,,,,,,
BDB-50580311,50580311,Nc1cc(F)ccc1NC(=O)c1ccc(CCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,AWMBFBCZLVOQAV-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CCC(CCC2CCC3C2CCC2CC(C4CCCC4)CC23)CC1,10.1021/acs.jmedchem.1c01155,34783558,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,67,,,,,,,
BDB-50545434,50545434,CN1CCN(CCOc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)CC1,QFMDFBRPJRPXLV-UHFFFAOYSA-N,CC1C2CC(C3CCC(CCCC4CCCCC4)CC3)CCC2CC1C1CCCCC1,10.1016/j.bmcl.2020.127126,32241719,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,68,,,,,,,
BDB-50375483,50375483,CCC(CC)C(=O)Nc1cc(-c2ccc3c(c2)OCO3)nc(-c2ccccc2)n1,VSEANJMMULLJNQ-UHFFFAOYSA-N,C1CCC(C2CCCC(C3CCC4CCCC4C3)C2)CC1,10.1016/j.bmc.2008.01.013,18258439,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,69,,,,,,,
BDB-50080287,50080287,Cc1[nH]c2nc(-c3ccccc3)nc(NCCN3CCNC3=O)c2c1C,KQKYOWHVYGWBHO-UHFFFAOYSA-N,CC1CCCC1CCCC1CC(C2CCCCC2)CC2CCCC12,10.1016/s0960-894x(99)00398-4,10476879,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,70,,,,,,,
BDB-50137635,50137635,Fc1ccc(CNc2nc(NC3CCCCC3)nc3nc(-c4ccco4)nn23)cc1,MFDDHVJCVCVPIP-UHFFFAOYSA-N,C1CCC(CCC2CC(CC3CCCCC3)CC3CC(C4CCCC4)CC23)CC1,10.1016/j.ejmech.2015.12.019,26717203,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,71,,,,,,,
BDB-50537273,50537273,COc1ccc(CN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1Cl,HVFBZUURAZGZKR-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1C(CC3CCCCC3)CCCC12,10.1016/j.bmc.2019.02.004,30808606,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,72,,,,,,,
BDB-50047987,50047987,C=C(OCC)c1cnc(NC(=O)NC2CCCCC2)n2nc(-c3ccco3)nc12,NRSCJCCACLWGQC-UHFFFAOYSA-N,CC(CC1CCCCC1)CC1CCCC2CC(C3CCCC3)CC12,10.1021/jm500752h,24972108,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,73,,,,,,,
BDB-50179301,50179301,CCc1nc2c([nH]1)c1nc(CC)[nH]c1c1nc(CC)[nH]c21,LYALQSWCHUWEAF-UHFFFAOYSA-N,C1CC2C3CCCC3C3CCCC3C2C1,10.1021/jm050792d,16366607,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,74,,,,,,,
BDB-50382989,50382989,CC1CC(c2ccccc2)n2nc(-n3c(O)c4c(c3O)CC=CC4)nc2N1,UKVAEISSAVZLLZ-UHFFFAOYSA-N,C1CCC(C2CCCC3CC(C4CC5CCCCC5C4)CC32)CC1,10.1021/jm201455y,22250781,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,75,,,,,,,
BDB-50298497,50298497,Cn1cc2c(nc(NC(=O)COc3ccccc3)n3nc(-c4ccco4)nc23)n1,GIZJFZFSTGLKAS-UHFFFAOYSA-N,CC(CCC1CCCCC1)CC1CC2CCCC2C2CC(C3CCCC3)CC12,10.1016/j.bmc.2009.05.038,19501513,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,76,,,,,,,
BDB-50274074,50274074,C[C@@H]1Oc2ccc(Nc3ncnc4c3oc3ccccc34)cc2NC1=O,DKRKGVPEEBGRFA-JTQLQIEISA-N,CC1CCC2CCC(CC3CCCC4C5CCCCC5CC34)CC2C1,10.1021/acs.jmedchem.8b00204,29792714,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,77,,,,,,,
BDB-50341191,50341191,CCN(C(C)=O)c1ccc(OC)c2nc(NC(=O)[C@@H]3CC[C@H](NC(=O)c4cccc(C(F)(F)F)c4)C3)sc12,NCWRSHWNMYHJMN-AEFFLSMTSA-N,CC(CC1CCC(C(C)CC2CC3CCCCC3C2)C1)C1CCCCC1,10.1016/j.bmcl.2011.02.053,21388809,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,78,,,,,,,
BDB-50298541,50298541,O=C(Cc1cccs1)Nc1nc2nn(CCc3ccccc3)cc2c2nc(-c3ccco3)nn12,AZLDXOUTWIDEOW-UHFFFAOYSA-N,CC(CC1CCCC1)CC1CC2CC(CCC3CCCCC3)CC2C2CC(C3CCCC3)CC12,10.1016/j.bmc.2009.05.038,19501513,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,79,,,,,,,
BDB-50594653,50594653,CCn1c(Br)nc2c(NCCc3ccccc3)cc(N)cc21,WVAMXXSOZXMUOF-UHFFFAOYSA-N,C1CCC(CCCC2CCCC3CCCC23)CC1,,34695776,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,80,,,,,,,
BDB-50399580,50399580,Cn1cc2c(nc(NC3CCCC3)n3nc(-c4ccco4)nc23)n1,GQQIISWJBGUJTR-UHFFFAOYSA-N,C1CCC(CC2CC3CCCC3C3CC(C4CCCC4)CC23)C1,10.1021/jm300899q,23098605,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,81,,,,,,,
BDB-50389844,50389844,N#CC(N=Nc1ccc(S(N)(=O)=O)cc1)c1nc2ccccc2[nH]1,HHIJNJVKPRZBGF-UHFFFAOYSA-N,C1CCC(CCCC2CC3CCCCC3C2)CC1,10.1021/jm300280e,22563707,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,82,,,,,,,
BDB-50248576,50248576,COc1cccc(-n2c(=O)n(Cc3c(F)cccc3F)c3cnc(NCc4ccncc4)nc32)c1,CPCBVGFLWLFBQV-UHFFFAOYSA-N,CC1C(CC2CCCCC2)C2CCC(CCC3CCCCC3)CC2C1C1CCCCC1,10.1016/j.bmcl.2009.01.042,19181527,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,83,,,,,,,
BDB-50580305,50580305,Nc1ccccc1NC(=O)c1ccc(CCCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1,DSSCLJMOOUNHMW-UHFFFAOYSA-N,CC(CC1CCCCC1)C1CCC(CCCCC2CCC3CC(C4CCCC4)CC3C2)CC1,10.1021/acs.jmedchem.1c01155,34783558,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,84,,,,,,,
BDB-50102286,50102286,O=c1c(-c2ccco2)nnc2n(Cc3ccccc3)c3ccccc3n12,LAKWSLSTUWRCOM-UHFFFAOYSA-N,CC1C(C2CCCC2)CCC2C(CC3CCCCC3)C3CCCCC3C12,10.1021/jm001054m|10.1021/jm201177b,11462973|22257095,2,False,False,pending_dual_review,eligible_for_primary_evidence_review,,85,,,,,,,
BDB-50119157,50119157,Nc1nc(-c2cnn(CCc3ccccc3)c2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,GAQVVAKOAPHOLM-VGKBRBPRSA-N,C1CCC(CCC2CCC(C3CCC4CCC(C5CCCC5)C4C3)C2)CC1,10.1016/s0960-894x(02)00609-1,12270178,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,86,,,,,,,
BDB-50038005,50038005,CCc1nc2c(=O)n(Cc3ccccc3)nc(C3CCCC3)c2c2cc(-c3ccccc3)nn12,GJLCUFJWXOCCCT-UHFFFAOYSA-N,CC1C(CC2CCCCC2)CC(C2CCCC2)C2C3CC(C4CCCCC4)CC3CCC12,10.1016/j.ejmech.2014.10.020,25462223,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,87,,,,,,,
BDB-50306789,50306789,Cc1ccc(Nc2nc(N)nc(CN3C(=O)NC4(CCCCC4)C3=O)n2)cc1,LYSQKWDUPSIMCD-UHFFFAOYSA-N,CC1CC2(CCCCC2)C(C)C1CC1CCCC(CC2CCCCC2)C1,10.1021/jm901647p,20095623,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,88,,,,,,,
BDB-50545419,50545419,Nc1nc(-c2ccc(OCCN3CCCC3)cc2)cn2c(=O)n(-c3ccccc3)nc12,SFXLMSXZEZYXTH-UHFFFAOYSA-N,CC1C2CC(C3CCC(CCCC4CCCC4)CC3)CCC2CC1C1CCCCC1,10.1016/j.bmcl.2020.127126,32241719,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,89,,,,,,,
BDB-50137520,50137520,CNc1nc(NC(=O)c2ccccc2)n2nc(-c3ccco3)nc2n1,HFNKEYSOOSBXSY-UHFFFAOYSA-N,CC(CC1CCCC2CC(C3CCCC3)CC12)C1CCCCC1,10.1016/j.ejmech.2015.12.019,26717203,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,90,,,,,,,
BDB-50389835,50389835,Cc1ccc2[nH]c3nc(SCC(=O)Nc4ncc(C)s4)nnc3c2c1,SQCJGLDOAFXMRT-UHFFFAOYSA-N,CC(CCC1CCC2C(C1)CC1CCCCC12)CC1CCCC1,10.1021/jm300280e,22563707,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,91,,,,,,,
BDB-50318270,50318270,O=C(Nc1nc(-c2ccccc2)nc2nn(Cc3ccccc3)cc12)c1ccccc1,ACNFYYUXBQGWQL-UHFFFAOYSA-N,CC(CC1CC(C2CCCCC2)CC2CC(CC3CCCCC3)CC21)C1CCCCC1,10.1021/jm901785w,20408530,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,92,,,,,,,
BDB-21217,21217,Cc1cccc2[nH]c(-c3cnc4ccccc4n3)nc12,HQNVISKJTIKRQJ-UHFFFAOYSA-N,C1CCC2CC(C3CC4CCCCC4C3)CCC2C1,10.1021/jm050792d|10.1021/jm300087j|10.1021/jm701159t,16366607|18269230|22468757,3,False,False,pending_dual_review,eligible_for_primary_evidence_review,,93,,,,,,,
BDB-50505398,50505398,Nc1nc(-c2ccc(NC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12,CERHJURNDKCFRJ-UHFFFAOYSA-N,CC(CCCCC1CCCC1)CC1CCC(C2CCC3CC(C4CCCCC4)C(C)C3C2)CC1,10.1021/acs.jmedchem.9b00778,31453698,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,94,,,,,,,
BDB-50232049,50232049,CCCn1c(=O)c2[nH]c(-c3cnn(CC(=O)N4CCN(c5cccc(C(F)(F)F)c5)CC4)c3)nc2n(CCC)c1=O,FTYUKYLDBALLID-UHFFFAOYSA-N,CC1CC(C)C2CC(C3CCC(CC(C)C4CCC(C5CCCCC5)CC4)C3)CC2C1,10.1016/j.ejmech.2016.11.007,27842891,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,95,,,,,,,
BDB-50306787,50306787,NC1=C(Nc2cccc(C(F)(F)F)c2)C(=O)c2ccccc2C1=O,GHCCRBAXZVOAEU-UHFFFAOYSA-N,CC1CC(CC2CCCCC2)C(C)C2CCCCC12,10.1021/jm901647p,20095623,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,96,,,,,,,
BDB-50487423,50487423,CC(C)(C)C(=O)c1cc2c([nH]c1=O)CC(c1ccccc1)CC2=O,UAWCCUPYYLZMFD-UHFFFAOYSA-N,CC1CCC2C(C)CC(C3CCCCC3)CC2C1,10.1007/s00044-008-9100-9,,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,97,,,,,,,
BDB-50376934,50376934,O=C(COc1ccc(Nc2nc(OCCc3c[nH]c4cc(Br)ccc34)nc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1)Nc1ccccc1,AYTIQMDUSGIKIT-FTBITJBVSA-N,CC(CCC1CCC(CC2CC(CCCC3CCC4CCCCC43)CC3C(C4CCCC4)CCC23)CC1)CC1CCCCC1,10.1021/jm701442d,18321038,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,98,,,,,,,
BDB-50534168,50534168,Cn1c(=O)c2c(nc3n2CCN(c2cccc(Cl)c2)C3)n(C)c1=O,HJXMNEXKEFWFHF-UHFFFAOYSA-N,CC1CC(C)C2C(C1)CC1CC(C3CCCCC3)CCC12,10.1016/j.bmc.2016.09.003,27658798,1,False,False,pending_dual_review,eligible_for_primary_evidence_review,,99,,,,,,,
